id,personaadi,senaryo1,senaryo10,senaryo11,senaryo12,senaryo13,senaryo14,senaryo15,senaryo16,senaryo2,senaryo3,senaryo4,senaryo5,senaryo6,senaryo7,senaryo8,senaryo9
623.0,Doktor,A,B,B,D,A,C,B,D,D,B,B,C,A,B,A,C
624.0,Doktor,A,C,A,D,C,D,B,A,D,B,D,C,C,B,D,C
625.0,Doktor,B,B,B,D,A,C,B,D,D,A,B,C,A,B,A,C
626.0,Doktor,A,C,B,D,A,C,B,A,D,B,D,D,A,B,A,C
627.0,Doktor,A,C,B,B,A,C,A,A,A,D,E,D,A,C,B,C
628.0,Doktor,B,B,B,D,A,C,B,A,D,B,E,A,A,B,A,B
629.0,Doktor,E,B,C,C,C,D,B,A,D,B,A,C,B,C,D,B
630.0,Doktor,C,A,C,B,A,C,A,D,C,D,E,D,A,C,A,C
631.0,Doktor,A,C,A,B,C,D,B,A,D,C,D,C,C,A,D,C
632.0,Doktor,E,C,A,D,C,D,B,A,D,B,D,C,C,B,D,C
633.0,Doktor,A,C,A,C,A,D,B,A,D,C,D,C,C,A,A,C
634.0,Doktor,A,C,A,D,A,D,B,A,B,D,D,D,C,C,D,C
635.0,Doktor,C,C,B,B,A,C,A,A,A,D,E,D,A,C,B,C
636.0,Doktor,A,C,C,B,D,C,A,A,C,C,E,D,A,C,B,B
637.0,Doktor,A,C,A,C,A,C,B,A,D,C,D,C,C,A,A,C
638.0,Doktor,A,C,A,C,A,C,B,D,D,E,D,C,C,A,D,B
639.0,Doktor,A,A,B,B,D,C,A,A,A,D,E,D,A,C,B,C
640.0,Doktor,A,E,A,D,A,C,B,A,A,C,D,C,C,B,A,D
641.0,Doktor,B,B,A,D,A,C,B,D,D,E,B,C,A,B,D,C
642.0,Doktor,E,B,A,D,C,D,B,A,D,B,D,C,C,B,D,C
643.0,Doktor,A,C,A,D,A,D,B,A,D,C,D,C,C,A,D,C
644.0,Doktor,A,C,A,B,D,C,A,A,A,D,E,D,C,C,D,C
645.0,Doktor,B,B,B,D,A,C,B,D,D,A,B,C,A,A,A,C
646.0,Doktor,B,B,B,D,A,C,B,D,D,B,B,C,B,B,A,C
647.0,Doktor,A,C,A,B,A,C,B,A,A,D,D,D,A,A,A,C
648.0,Doktor,A,A,A,B,A,C,A,D,A,D,E,D,A,C,B,C
649.0,Doktor,E,C,A,D,C,D,B,A,D,B,D,C,C,B,D,C
650.0,Doktor,A,B,A,D,A,C,B,D,D,A,B,C,A,A,A,B
651.0,Doktor,A,C,A,D,C,D,B,A,D,B,D,C,C,B,D,C
652.0,Doktor,A,C,A,B,A,C,B,A,A,D,D,D,A,A,A,C
653.0,Doktor,A,C,A,C,A,C,B,A,D,C,D,C,C,A,A,C
654.0,Doktor,A,B,A,D,A,D,B,A,D,B,D,C,C,B,D,C
655.0,Doktor,E,B,A,D,A,C,B,D,D,E,B,C,A,A,A,B
656.0,Doktor,E,B,A,D,C,D,B,A,D,E,D,C,C,B,D,C
657.0,Bilgisayar Mühendisi,E,C,A,E,E,C,B,A,B,E,E,C,E,E,E,E
658.0,Bilgisayar Mühendisi,A,C,A,D,A,C,B,A,D,A,D,C,C,B,D,C
659.0,Bilgisayar Mühendisi,A,C,A,D,E,C,B,A,B,E,E,C,C,B,D,E
660.0,Bilgisayar Mühendisi,A,C,A,D,A,C,B,A,D,A,D,C,C,B,D,C
661.0,Bilgisayar Mühendisi,A,C,B,C,C,C,B,A,D,A,D,C,C,B,A,C
662.0,Bilgisayar Mühendisi,A,C,B,D,A,C,B,D,D,A,D,C,A,A,A,C
663.0,Bilgisayar Mühendisi,A,C,B,D,A,C,B,A,D,A,D,C,A,A,D,C
664.0,Bilgisayar Mühendisi,A,E,A,C,A,D,B,A,B,B,D,C,C,C,A,C
665.0,Bilgisayar Mühendisi,A,C,A,D,A,D,B,A,D,A,D,C,C,B,D,C
666.0,Bilgisayar Mühendisi,E,B,B,D,A,C,B,D,D,E,A,C,A,E,A,C
667.0,Bilgisayar Mühendisi,C,B,B,D,A,C,B,D,D,A,A,C,A,A,A,C
668.0,Bilgisayar Mühendisi,E,C,A,D,C,D,B,A,D,B,D,C,C,B,D,C
669.0,Bilgisayar Mühendisi,E,B,A,D,C,D,B,A,D,B,D,C,C,B,D,C
670.0,Bilgisayar Mühendisi,A,C,C,B,A,D,B,A,C,D,D,D,C,D,D,C
671.0,Bilgisayar Mühendisi,C,C,B,D,A,D,B,A,B,A,A,D,A,B,D,C
672.0,Bilgisayar Mühendisi,A,C,B,D,A,D,B,D,D,A,D,C,A,B,D,C
673.0,Bilgisayar Mühendisi,E,C,A,D,A,D,B,A,C,D,E,D,C,D,D,D
674.0,Bilgisayar Mühendisi,A,C,A,D,A,D,B,A,A,D,E,D,C,D,D,D
675.0,Bilgisayar Mühendisi,A,C,A,E,E,C,B,A,D,E,E,C,C,B,D,E
676.0,Bilgisayar Mühendisi,D,C,A,B,A,C,A,A,C,D,D,D,A,C,A,C
677.0,Bilgisayar Mühendisi,A,C,A,D,A,D,B,A,D,C,D,C,C,A,D,C
678.0,Bilgisayar Mühendisi,E,C,A,D,E,C,B,A,D,B,E,D,A,B,D,E
679.0,Bilgisayar Mühendisi,A,C,B,E,A,D,B,A,D,A,D,C,A,B,D,C
680.0,Doktor,C,E,A,D,A,C,B,A,C,C,E,D,C,B,A,D
681.0,Doktor,A,C,A,B,A,D,B,A,D,B,D,C,C,A,D,C
682.0,Doktor,E,B,B,D,A,D,B,A,D,B,D,C,A,B,D,C
683.0,Doktor,E,C,B,B,D,C,B,A,A,B,E,D,A,C,B,B
684.0,Doktor,E,C,A,E,E,C,B,A,D,E,E,C,E,B,D,E
685.0,Doktor,A,A,A,B,A,C,A,D,A,D,E,D,A,C,B,C
686.0,Doktor,B,B,B,D,A,C,B,D,D,B,B,C,A,B,A,C
687.0,Doktor,A,E,A,D,A,C,B,A,A,C,E,C,C,B,A,D
688.0,Doktor,C,B,C,B,D,C,B,A,C,C,A,C,B,C,D,B
689.0,Doktor,A,C,B,D,A,C,B,A,D,B,D,D,A,B,A,C
690.0,Bilgisayar Mühendisi,A,B,B,C,C,C,B,A,D,A,A,A,C,A,D,C
691.0,Bilgisayar Mühendisi,E,C,A,E,A,D,B,D,B,D,D,C,A,C,A,D
692.0,Bilgisayar Mühendisi,A,B,B,D,D,D,B,C,D,B,B,C,C,A,A,C
693.0,Bilgisayar Mühendisi,A,B,C,A,C,C,B,C,D,A,A,A,C,B,D,C
694.0,Bilgisayar Mühendisi,A,B,B,C,E,C,B,A,D,C,A,A,C,B,A,C
695.0,Bilgisayar Mühendisi,E,E,A,B,A,D,B,D,B,D,B,C,A,C,A,D
696.0,Bilgisayar Mühendisi,A,B,C,A,C,C,B,A,D,A,A,A,C,B,D,C
697.0,Bilgisayar Mühendisi,E,B,B,C,D,D,B,C,D,B,B,C,C,A,D,C
698.0,Bilgisayar Mühendisi,A,C,A,E,A,C,B,B,B,C,D,A,A,A,A,B
699.0,Bilgisayar Mühendisi,A,E,A,B,A,D,B,D,B,D,D,C,A,A,A,C
700.0,Doktor,A,B,C,B,D,C,B,B,D,E,A,D,B,A,D,C
701.0,Doktor,B,B,A,B,E,C,B,D,A,E,B,D,A,B,A,D
702.0,Doktor,E,C,A,A,A,D,A,E,C,A,E,C,A,C,E,D
703.0,Doktor,E,C,A,B,A,D,B,B,C,D,D,A,A,C,E,D
704.0,Doktor,E,E,A,A,A,C,B,B,D,D,D,A,A,A,E,B
705.0,Doktor,A,B,C,C,C,C,B,A,D,B,A,D,C,B,D,C
706.0,Doktor,A,B,B,B,C,C,B,C,D,A,A,D,C,B,D,C
707.0,Doktor,E,C,A,B,A,D,A,D,C,D,E,C,A,C,E,D
708.0,Doktor,A,B,B,C,E,C,B,A,D,E,B,D,C,A,D,C
709.0,Doktor,E,E,B,D,D,D,B,C,D,B,E,C,C,A,B,C
710.0,Doktor,A,A,C,B,D,D,D,C,D,A,B,A,B,D,A,C
711.0,Doktor,A,A,D,B,A,B,A,C,B,B,B,C,A,A,C,B
712.0,Bilgisayar Mühendisi,E,E,C,A,E,C,B,A,B,E,E,B,E,A,B,D
713.0,Doktor,A,B,C,B,D,B,D,A,D,C,A,A,A,D,E,C
714.0,Doktor,A,D,B,B,A,A,B,D,A,B,D,A,C,A,A,C
715.0,Bilgisayar Mühendisi,A,B,B,D,A,C,B,D,D,A,C,A,A,A,A,C
716.0,Doktor,E,D,A,B,C,A,C,E,D,B,C,C,B,D,C,C
717.0,Bilgisayar Mühendisi,E,B,C,B,B,D,A,A,B,B,A,D,A,C,B,B
718.0,Doktor,A,B,C,B,D,D,D,C,D,E,B,C,A,D,A,C
719.0,Bilgisayar Mühendisi,A,D,D,C,C,A,D,C,D,B,C,C,C,B,C,C
720.0,Doktor,A,C,E,E,B,E,E,B,A,D,E,A,A,A,E,C
721.0,Doktor,A,B,C,B,D,D,C,C,D,E,B,C,A,D,B,C
722.0,Doktor,E,E,B,B,A,B,A,D,A,D,B,A,A,A,D,A
723.0,Bilgisayar Mühendisi,A,B,D,C,E,A,D,D,B,B,C,B,B,B,C,D
724.0,Doktor,A,C,A,C,C,C,C,E,D,A,C,C,C,D,A,C
725.0,Doktor,E,E,B,B,A,B,A,D,A,B,D,A,A,A,D,A
726.0,Doktor,A,B,C,B,D,D,D,C,D,B,B,C,A,D,C,C
727.0,Bilgisayar Mühendisi,C,E,C,C,C,C,C,B,D,A,C,B,B,D,A,C
728.0,Doktor,A,A,A,B,B,A,B,C,D,B,B,C,A,A,C,B
729.0,Doktor,A,A,C,B,A,D,A,C,A,E,B,A,A,D,A,C
730.0,Bilgisayar Mühendisi,A,B,C,C,E,C,C,B,B,B,A,C,B,D,A,D
731.0,Doktor,A,D,D,C,C,A,D,C,D,B,C,C,C,B,C,C
732.0,Doktor,A,A,D,B,B,B,A,C,A,B,D,C,A,A,C,A
733.0,Bilgisayar Mühendisi,E,A,C,B,B,D,B,A,B,E,A,B,A,A,B,D
734.0,Doktor,A,A,C,B,D,A,A,C,D,A,B,A,A,D,C,C
735.0,Doktor,A,B,A,B,D,D,D,C,D,E,B,A,A,D,A,C
736.0,Bilgisayar Mühendisi,E,A,C,A,B,D,A,A,B,B,E,B,A,A,B,B
737.0,Doktor,A,E,B,B,A,B,A,D,A,A,D,A,A,A,D,A
738.0,Doktor,A,B,C,B,D,D,D,C,D,A,B,C,A,D,A,C
739.0,Bilgisayar Mühendisi,E,E,E,D,B,D,B,A,B,E,E,B,E,A,B,D
740.0,Doktor,E,E,D,B,A,B,B,D,C,C,B,A,A,A,D,A
741.0,Doktor,A,A,D,C,C,A,C,E,D,B,C,C,C,B,C,C
742.0,Bilgisayar Mühendisi,A,C,C,A,C,C,B,D,B,B,C,C,D,C,D,C
743.0,Doktor,E,E,B,B,A,B,A,D,D,D,D,A,A,A,D,A
744.0,Doktor,A,B,C,B,B,E,E,B,A,C,A,A,A,D,E,C
745.0,Bilgisayar Mühendisi,C,B,C,C,E,A,C,B,D,B,A,C,B,D,A,D
746.0,Doktor,A,A,C,B,D,D,A,C,B,E,B,C,A,D,B,B
747.0,Doktor,A,D,D,B,C,A,B,E,D,B,C,C,C,A,C,B
748.0,Bilgisayar Mühendisi,A,B,C,D,C,B,B,C,D,C,D,C,B,A,B,C
749.0,Doktor,E,E,A,B,A,D,A,D,E,E,B,A,A,A,D,A
750.0,Doktor,A,B,A,B,A,D,D,C,B,E,B,C,A,D,A,C
751.0,Bilgisayar Mühendisi,A,B,C,C,E,C,C,B,D,B,A,C,B,D,A,D
752.0,Doktor,A,E,D,C,A,B,D,E,A,A,D,C,C,B,C,A
753.0,Doktor,A,B,C,B,D,D,D,C,D,E,B,C,A,D,C,C
754.0,Bilgisayar Mühendisi,E,A,C,A,B,E,A,A,B,B,E,B,A,A,D,B
755.0,Doktor,E,D,D,C,C,A,D,E,D,B,C,C,C,B,C,C
756.0,Doktor,A,E,B,B,A,B,A,C,A,D,B,A,A,A,D,A
757.0,Bilgisayar Mühendisi,A,B,D,C,E,A,D,D,D,B,C,B,B,B,C,D
758.0,Doktor,E,E,D,B,A,B,B,D,C,C,B,A,A,A,D,A
759.0,Doktor,A,A,C,B,D,D,D,C,B,A,B,C,A,D,A,C
760.0,Bilgisayar Mühendisi,C,B,C,C,E,A,C,B,D,B,A,C,B,D,A,D
761.0,Doktor,A,A,C,B,D,D,A,C,D,B,C,C,A,D,C,C
762.0,Bilgisayar Mühendisi,C,B,C,C,C,C,C,B,D,A,C,C,B,D,A,C
763.0,Doktor,A,D,D,C,C,A,D,E,D,B,C,C,B,D,C,C
764.0,Doktor,A,B,C,B,B,E,E,B,A,C,A,A,A,D,E,C
765.0,Bilgisayar Mühendisi,A,E,C,A,E,C,B,A,B,A,C,B,E,B,C,D
766.0,Doktor,A,C,A,C,C,A,C,E,D,A,C,C,C,D,A,C
767.0,Doktor,E,E,B,B,A,B,A,D,A,B,D,A,A,A,D,A
768.0,Bilgisayar Mühendisi,A,B,C,C,E,C,C,B,D,B,A,C,B,D,A,D
769.0,Doktor,A,A,D,B,A,B,A,C,B,B,B,C,A,A,C,B
770.0,Doktor,A,B,C,B,D,D,D,C,D,B,B,C,A,D,C,C
771.0,Bilgisayar Mühendisi,E,A,C,A,B,D,A,A,B,B,E,B,A,A,B,B
772.0,Doktor,A,A,C,B,D,B,A,C,D,B,C,A,A,D,C,C
773.0,Bilgisayar Mühendisi,A,D,D,C,C,A,D,C,B,B,C,C,C,B,C,C
774.0,Doktor,A,E,B,B,B,B,A,D,A,D,D,A,A,A,E,A
775.0,Doktor,A,B,A,B,D,D,A,C,D,E,B,A,A,D,A,C
776.0,Bilgisayar Mühendisi,E,B,C,D,B,D,B,A,B,B,A,B,B,A,B,D
777.0,Doktor,A,A,B,B,A,B,B,C,A,A,D,C,A,A,C,A
778.0,Doktor,A,E,B,B,A,B,A,D,A,A,D,A,A,A,D,A
779.0,Bilgisayar Mühendisi,E,E,C,A,E,C,B,A,B,E,E,B,E,A,B,D
780.0,Doktor,A,B,C,B,D,E,E,B,D,C,A,A,A,D,E,C
781.0,Doktor,A,A,C,B,D,B,A,C,D,A,B,A,A,D,A,C
782.0,Bilgisayar Mühendisi,A,B,C,D,C,B,B,C,D,C,D,C,B,A,B,C
783.0,Doktor,A,E,A,B,A,B,B,C,B,A,D,C,A,C,A,A
784.0,Doktor,A,B,A,B,D,D,A,C,D,E,B,A,A,D,A,C
785.0,Bilgisayar Mühendisi,A,B,D,C,E,A,D,D,D,B,C,B,B,B,C,D
786.0,Doktor,A,A,D,B,B,A,B,C,D,B,B,C,A,A,C,B
787.0,Doktor,E,E,A,B,A,B,A,D,A,B,B,A,A,A,D,A
788.0,Bilgisayar Mühendisi,C,E,C,C,C,C,C,B,D,A,C,B,B,D,A,C
789.0,Doktor,E,E,D,B,A,B,B,D,C,C,B,A,A,A,D,A
790.0,Bilgisayar Mühendisi,A,D,D,C,C,A,D,E,D,B,C,C,C,B,C,C
791.0,Bilgisayar Mühendisi,E,D,C,A,E,C,B,A,B,E,E,B,E,A,B,D
792.0,Doktor,A,B,C,B,B,E,E,B,A,C,A,A,A,A,E,C
793.0,Doktor,E,E,B,B,A,B,A,D,D,D,D,A,A,A,D,A
794.0,Bilgisayar Mühendisi,A,B,B,D,A,C,B,D,D,E,C,A,A,A,A,C
795.0,Bilgisayar Mühendisi,E,A,D,C,C,A,C,E,D,B,C,C,C,B,C,C
796.0,Doktor,A,B,A,B,D,D,D,C,D,E,B,A,A,D,A,C
797.0,Bilgisayar Mühendisi,E,E,C,A,E,C,B,A,B,E,E,B,E,A,B,D
798.0,Doktor,A,C,A,C,C,A,C,E,D,B,C,C,C,D,A,C
799.0,Bilgisayar Mühendisi,A,A,C,B,B,D,B,A,B,E,E,B,A,A,D,C
800.0,Doktor,E,E,A,B,A,B,B,D,A,C,D,A,A,A,D,A
801.0,Doktor,A,E,B,B,A,B,A,D,A,B,D,A,A,A,D,A
802.0,Doktor,A,C,E,E,B,E,E,B,A,D,E,A,A,A,E,C
803.0,Bilgisayar Mühendisi,E,D,D,C,E,A,D,E,D,B,C,B,B,B,C,D
804.0,Doktor,A,B,C,B,D,D,D,C,D,A,B,A,B,D,A,C
805.0,Doktor,A,B,A,B,D,D,D,C,B,E,B,A,A,D,A,C
806.0,Doktor,E,E,E,E,B,B,A,B,A,D,E,A,A,A,E,C
807.0,Doktor,A,B,C,B,D,D,D,C,D,E,B,C,B,D,A,C
808.0,Doktor,A,A,C,B,D,D,A,C,B,B,B,C,A,D,B,B
809.0,Doktor,A,A,D,B,B,B,A,C,D,B,D,C,A,A,C,A
810.0,Doktor,A,A,C,B,D,A,A,C,D,A,D,C,A,A,C,A
811.0,Doktor,E,D,D,B,C,A,B,E,D,B,C,C,C,A,C,B
812.0,Doktor,A,B,C,B,D,D,A,C,D,E,B,C,A,D,C,C
813.0,Doktor,A,A,C,B,D,B,A,C,D,B,C,A,A,D,C,C
814.0,Doktor,A,B,A,B,D,D,A,C,D,E,B,A,A,D,A,C
815.0,Doktor,A,E,B,B,A,B,A,D,D,B,D,A,A,A,D,A
816.0,Doktor,E,E,D,B,A,B,B,D,C,C,B,A,A,A,D,A
817.0,Doktor,A,A,C,B,D,D,A,C,B,E,B,C,A,D,B,B
818.0,Doktor,C,C,A,C,C,C,C,E,D,A,C,C,C,D,A,C
819.0,Doktor,E,E,B,B,A,B,A,D,D,D,D,A,A,A,D,A
820.0,Doktor,A,A,D,C,C,A,C,E,D,B,C,C,C,B,C,C
821.0,Doktor,A,A,A,B,B,A,B,C,D,B,B,C,A,A,C,B
822.0,Doktor,A,B,C,B,A,B,B,C,D,C,D,A,B,D,B,C
823.0,Doktor,A,E,D,C,A,B,D,E,A,A,D,C,C,B,C,A
824.0,Doktor,E,E,D,B,A,B,B,D,C,B,B,A,A,A,D,A
825.0,Doktor,E,E,D,B,A,B,B,D,D,C,B,A,A,A,D,A
826.0,Doktor,A,A,C,B,D,B,A,C,D,A,B,A,A,D,A,C
827.0,Doktor,A,A,C,B,D,B,A,C,D,E,B,A,A,D,A,C
828.0,Doktor,E,E,B,B,A,B,A,D,D,D,D,A,A,A,D,A
829.0,Doktor,A,B,C,B,D,E,E,B,D,C,A,A,A,D,E,C
830.0,Doktor,A,B,C,B,D,D,D,C,D,E,B,C,B,D,C,C
831.0,Doktor,A,D,D,C,C,A,D,E,D,B,C,C,B,D,C,C
832.0,Doktor,A,B,C,C,C,B,B,C,D,C,C,C,B,B,C,C
833.0,Doktor,E,A,D,B,A,B,A,C,D,B,D,A,A,A,D,A
834.0,Doktor,A,B,C,B,D,D,D,C,D,E,B,C,A,D,A,C
835.0,Doktor,A,B,C,B,D,D,D,C,D,B,B,C,A,D,C,C
836.0,Doktor,A,E,A,B,A,B,B,C,B,A,D,C,A,C,A,A
837.0,Doktor,A,E,B,B,B,B,A,D,A,D,D,A,A,A,E,A
838.0,Doktor,A,A,D,B,B,A,B,C,D,B,B,C,A,A,C,B
839.0,Doktor,A,B,A,B,A,D,D,C,B,E,B,C,A,D,A,C
840.0,Doktor,A,A,D,C,C,A,C,E,D,A,C,C,C,D,C,C
841.0,Doktor,A,E,A,B,B,B,A,D,A,A,D,A,A,A,D,A
842.0,Doktor,A,E,D,B,A,B,A,D,D,A,B,A,A,A,D,A
843.0,Doktor,A,B,C,B,D,D,D,C,D,B,B,C,B,D,C,C
844.0,Doktor,A,B,A,B,D,D,D,C,D,E,B,A,A,D,A,C
845.0,Doktor,E,D,D,C,E,A,C,E,D,E,C,C,E,B,C,D
846.0,Bilgisayar Mühendisi,E,E,E,D,B,D,B,A,B,E,E,B,E,A,B,D
847.0,Bilgisayar Mühendisi,C,B,C,C,E,A,C,B,D,B,A,C,B,D,A,D
848.0,Bilgisayar Mühendisi,E,B,C,D,B,D,B,A,B,B,A,B,B,A,B,D
849.0,Bilgisayar Mühendisi,C,E,C,C,C,C,C,B,D,A,C,B,B,D,A,C
850.0,Bilgisayar Mühendisi,A,B,C,C,E,C,C,B,D,B,A,C,B,D,A,D
851.0,Bilgisayar Mühendisi,A,B,C,C,C,C,C,B,D,A,C,C,B,D,A,C
852.0,Bilgisayar Mühendisi,C,B,C,C,C,C,C,B,D,A,C,C,B,D,A,C
853.0,Bilgisayar Mühendisi,A,D,D,C,C,A,D,C,D,B,C,C,C,B,C,C
854.0,Bilgisayar Mühendisi,A,B,D,C,E,A,D,D,D,B,C,B,B,B,C,D
855.0,Bilgisayar Mühendisi,A,B,B,D,A,C,B,D,D,E,C,A,A,A,A,C
856.0,Bilgisayar Mühendisi,A,B,B,D,A,C,C,B,D,A,C,C,A,C,A,C
857.0,Bilgisayar Mühendisi,A,D,D,C,E,A,D,E,D,B,C,B,B,B,C,D
858.0,Bilgisayar Mühendisi,A,B,D,C,E,A,D,D,D,B,C,B,B,B,C,D
859.0,Bilgisayar Mühendisi,E,E,D,B,A,B,B,E,C,A,D,C,C,B,D,A
860.0,Bilgisayar Mühendisi,A,C,C,A,C,C,B,D,B,B,C,C,D,C,D,C
861.0,Bilgisayar Mühendisi,C,B,C,C,E,C,C,B,D,B,A,C,B,D,A,D
862.0,Bilgisayar Mühendisi,E,A,D,B,B,E,B,D,D,D,E,C,A,A,D,B
863.0,Bilgisayar Mühendisi,E,A,C,A,B,E,A,A,B,B,E,B,A,A,D,B
864.0,Bilgisayar Mühendisi,A,B,C,D,C,B,B,C,D,C,D,C,B,A,B,C
865.0,Bilgisayar Mühendisi,E,E,B,D,A,B,A,D,A,C,D,A,A,A,D,A
866.0,Bilgisayar Mühendisi,A,E,C,C,C,B,B,C,D,C,C,C,B,B,C,C
867.0,Bilgisayar Mühendisi,E,D,C,A,E,C,B,A,B,E,E,B,E,A,B,D
868.0,Bilgisayar Mühendisi,C,B,C,C,E,A,C,B,D,A,A,C,B,D,A,D
869.0,Doktor,A,C,E,E,B,E,E,B,A,D,E,A,A,A,E,C
870.0,Doktor,A,A,B,B,A,B,B,C,D,A,D,C,A,C,A,C
871.0,Doktor,A,B,C,B,D,D,D,C,D,E,B,C,B,D,C,C
872.0,Doktor,E,E,A,B,A,D,A,D,E,E,B,A,A,A,D,A
873.0,Doktor,E,E,C,A,E,C,B,A,B,E,E,B,E,A,B,D
874.0,Doktor,A,E,B,B,B,B,A,D,A,D,D,A,A,A,E,A
875.0,Doktor,A,B,C,B,D,D,A,C,D,E,B,C,A,D,C,C
876.0,Doktor,A,B,C,B,B,E,E,B,A,C,A,A,A,D,E,C
877.0,Doktor,C,C,A,C,C,C,C,E,C,A,C,C,C,D,A,C
878.0,Doktor,A,E,B,B,A,B,A,D,D,B,D,A,A,A,D,A
879.0,Bilgisayar Mühendisi,A,B,B,C,C,D,B,C,D,A,A,C,C,B,D,C
880.0,Bilgisayar Mühendisi,E,C,A,D,A,C,B,D,A,D,B,C,A,A,A,D
881.0,Bilgisayar Mühendisi,A,B,B,C,C,D,B,C,D,B,D,C,C,B,A,C
882.0,Bilgisayar Mühendisi,E,B,B,B,C,C,B,B,D,A,A,A,C,B,D,D
883.0,Bilgisayar Mühendisi,A,B,B,C,C,D,B,A,D,A,A,D,C,A,A,C
884.0,Bilgisayar Mühendisi,E,C,A,D,A,C,B,D,B,D,B,C,A,B,A,D
885.0,Bilgisayar Mühendisi,A,B,C,B,C,C,B,B,D,A,A,D,C,B,D,C
886.0,Bilgisayar Mühendisi,A,B,B,D,A,D,B,D,D,B,E,C,C,B,A,C
887.0,Bilgisayar Mühendisi,A,C,A,E,A,C,B,A,D,C,D,C,A,A,A,B
888.0,Bilgisayar Mühendisi,A,E,B,C,A,D,B,A,B,C,B,C,A,A,A,C
889.0,Doktor,B,B,C,C,B,C,C,B,B,E,C,D,B,B,D,A
890.0,Doktor,B,C,B,B,A,D,B,D,B,E,B,C,A,B,A,D
891.0,Doktor,D,C,A,A,A,D,B,B,C,C,E,C,A,C,E,B
892.0,Doktor,A,C,D,B,A,D,B,A,A,C,B,A,A,A,A,B
893.0,Doktor,A,E,A,C,A,D,B,B,D,D,E,C,A,A,E,B
894.0,Doktor,A,B,C,C,C,D,B,C,D,B,A,D,C,B,D,C
895.0,Doktor,A,B,B,B,C,C,B,C,D,A,A,D,C,B,D,C
896.0,Doktor,E,C,D,A,A,D,B,B,A,D,E,A,A,A,A,D
897.0,Doktor,A,B,B,C,A,C,B,D,D,E,B,C,A,B,D,C
898.0,Doktor,E,A,C,D,C,D,B,C,D,B,D,C,C,C,E,C
899.0,Bilgisayar Mühendisi,A,D,A,C,E,C,D,E,D,E,C,A,B,D,C,C
900.0,Bilgisayar Mühendisi,A,A,A,B,C,D,C,C,B,A,B,A,C,B,B,B
901.0,Bilgisayar Mühendisi,E,C,A,E,E,E,A,C,D,E,C,E,E,A,E,E
902.0,Bilgisayar Mühendisi,A,A,A,A,C,A,A,A,D,A,A,A,A,D,A,C
903.0,Bilgisayar Mühendisi,A,C,A,C,E,C,C,C,D,E,D,C,C,A,D,D
904.0,Bilgisayar Mühendisi,A,A,A,B,C,D,C,C,B,A,B,A,C,B,B,B
905.0,Bilgisayar Mühendisi,A,A,A,A,A,A,A,A,D,A,A,C,A,D,A,A
906.0,Bilgisayar Mühendisi,E,C,A,E,E,E,A,C,D,E,C,E,E,A,E,E
907.0,Bilgisayar Mühendisi,D,D,D,D,D,D,D,D,D,E,D,D,D,D,D,D
908.0,Bilgisayar Mühendisi,A,C,A,C,E,C,C,C,C,E,C,A,C,A,C,C
909.0,Doktor,A,C,A,B,A,C,B,B,D,E,C,A,D,D,D,D
910.0,Doktor,A,C,A,B,A,C,A,C,D,E,C,A,D,A,C,C
911.0,Doktor,E,C,A,B,C,E,C,B,D,B,D,C,C,B,D,C
912.0,Doktor,A,D,B,B,A,C,A,A,A,B,D,D,A,C,A,C
913.0,Doktor,A,C,A,C,A,C,A,C,D,D,D,C,C,B,A,C
914.0,Doktor,A,C,A,C,A,C,A,C,D,D,D,C,C,D,A,C
915.0,Doktor,E,C,A,B,C,C,C,C,D,B,D,C,C,B,D,C
916.0,Doktor,A,D,B,B,A,C,A,A,A,B,D,D,A,C,A,C
917.0,Doktor,A,C,A,C,A,C,A,C,D,D,D,C,C,B,A,C
918.0,Doktor,E,C,A,B,C,E,A,C,D,B,D,C,C,B,D,C
919.0,Doktor,A,B,C,A,D,C,B,B,D,A,A,A,C,A,D,C
920.0,Doktor,E,C,B,B,A,D,B,A,B,A,B,A,A,C,A,D
921.0,Bilgisayar Mühendisi,E,D,A,D,E,D,C,D,B,E,C,C,B,B,A,A
922.0,Doktor,A,E,B,C,A,C,B,B,D,C,A,D,A,A,D,B
923.0,Doktor,A,E,B,B,A,D,B,A,A,A,D,A,A,A,E,D
924.0,Bilgisayar Mühendisi,A,B,A,A,C,A,C,C,D,A,A,A,C,B,D,C
925.0,Doktor,E,C,C,D,D,D,B,D,D,B,E,C,C,C,E,C
926.0,Bilgisayar Mühendisi,C,A,B,D,A,D,A,C,B,B,D,D,C,D,A,D
927.0,Doktor,D,B,B,A,E,C,B,B,E,E,A,B,B,B,D,B
928.0,Bilgisayar Mühendisi,A,E,D,E,D,D,B,D,D,B,E,C,C,A,E,C
929.0,Doktor,A,C,B,C,A,E,B,B,A,D,E,A,A,A,A,D
930.0,Doktor,A,B,B,B,D,C,B,C,D,A,A,A,C,B,A,C
931.0,Doktor,A,C,B,B,A,D,B,B,A,A,D,A,A,A,E,D
932.0,Bilgisayar Mühendisi,E,A,D,D,E,D,C,A,D,B,E,C,B,B,A,C
933.0,Doktor,A,B,C,B,C,A,B,C,D,A,A,C,C,A,D,C
934.0,Doktor,D,E,B,A,A,D,B,B,D,A,E,A,A,C,E,D
935.0,Doktor,A,B,C,C,D,A,B,C,D,A,A,A,C,B,D,C
